date,Timeslot,app_temp(℃),dew_point(℃),feels_like(℃),humidity(%),temperature(℃)
2025-09-18,06:00:00-07:59:59,21.55,14.52,20.2,70.25,20.2
2025-09-18,08:00:00-09:59:59,24.7,14.58,23.53,57.5,23.53
2025-09-18,10:00:00-11:59:59,28.0,14.8,26.93,47.5,26.8
2025-09-18,12:00:00-13:59:59,29.2,14.88,28.1,44.5,28.07
2025-09-18,14:00:00-15:59:59,29.77,15.18,28.43,44.5,28.45
2025-09-18,16:00:00-17:59:59,28.45,15.5,26.77,50.25,26.7
2025-09-18,18:00:00-19:59:59,24.93,15.78,23.0,63.5,23.0
